gene,abbr
ZDB-GENE-061103-307,amotl2b
ZDB-GENE-040426-1906,ampd1
ZDB-GENE-091204-4,ampd2a
ZDB-GENE-070713-5,ampd2b
ZDB-GENE-110407-2,ampd3a
ZDB-GENE-030131-5929,ampd3b
ZDB-GENE-040426-1711,amph
ZDB-GENE-041010-114,amt
ZDB-GENE-040426-2393,amy2a
ZDB-GENE-040426-1606,amy2al1
ZDB-GENE-040801-179,amy2al2
ZDB-GENE-081107-12,anapc1
ZDB-GENE-060224-2,anapc10
ZDB-GENE-061013-383,anapc11
ZDB-GENE-091204-298,anapc13
ZDB-GENE-060825-43,anapc15
ZDB-GENE-050417-430,anapc16
ZDB-GENE-081104-256,anapc2
ZDB-GENE-041212-10,anapc4
ZDB-GENE-030131-1574,anapc5
ZDB-GENE-081104-113,anapc7
ZDB-GENE-070117-62,anc
ZDB-GENE-030131-9105,and1
ZDB-GENE-041105-2,and2
ZDB-GENE-040724-185,and3
ZDB-GENE-081022-5,and4
ZDB-GENE-111020-12,angel1
ZDB-GENE-030131-6498,angel2
ZDB-GENE-070117-888,angelina
ZDB-GENE-010817-1,angpt1
ZDB-GENE-121101-1,angpt2a
ZDB-GENE-010817-2,angpt2b
ZDB-GENE-110104-1,angpt4
ZDB-GENE-040724-269,angptl1a
ZDB-GENE-030131-6243,angptl1b
ZDB-GENE-080721-15,angptl2a
ZDB-GENE-050624-1,angptl2b
ZDB-GENE-010817-3,angptl3
ZDB-GENE-041111-222,angptl4
ZDB-GENE-030131-5054,angptl5
ZDB-GENE-030131-9735,angptl6
ZDB-GENE-041010-175,angptl7
ZDB-GENE-131121-512,angptl8
ZDB-GENE-070117-2052,anh
ZDB-GENE-041010-44,ank1a
ZDB-GENE-091113-6,ank1b
ZDB-GENE-111215-3,ank2a
ZDB-GENE-041010-165,ank2b
ZDB-GENE-060621-1,ank3a
ZDB-GENE-060621-2,ank3b
ZDB-GENE-030616-533,ankar
ZDB-GENE-070615-8,ankdd1a
ZDB-GENE-060526-136,ankdd1b
ZDB-GENE-041001-196,ankef1a
ZDB-GENE-060810-68,ankef1b
ZDB-GENE-130603-21,ankfn1a
ZDB-GENE-240320-1,ankfn1b
ZDB-GENE-041222-1,ankfy1
ZDB-GENE-050913-33,ankha
ZDB-GENE-030131-2458,ankhb
ZDB-GENE-090421-1,ankhd1
ZDB-GENE-060503-156,ankib1a
ZDB-GENE-100920-6,ankib1b
ZDB-GENE-071015-4,ankk1
ZDB-GENE-030131-6090,ankle2
ZDB-GENE-050208-740,ankmy1
ZDB-GENE-030131-6321,ankmy2a
ZDB-GENE-060503-558,ankmy2b
ZDB-GENE-040426-2141,ankra2
ZDB-GENE-040426-700,ankrd10a
ZDB-GENE-061013-49,ankrd10b
ZDB-GENE-030131-3932,ankrd11
ZDB-GENE-040426-846,ankrd12
ZDB-GENE-030131-1833,ankrd13a
ZDB-GENE-050913-151,ankrd13b
ZDB-GENE-030131-3892,ankrd13c
ZDB-GENE-101007-3,ankrd13d
ZDB-GENE-041210-253,ankrd16
ZDB-GENE-100405-1,ankrd1a
ZDB-GENE-070820-13,ankrd1b
ZDB-GENE-090313-383,ankrd2
ZDB-GENE-040426-1120,ankrd22
ZDB-GENE-050208-747,ankrd24
ZDB-GENE-121105-1,ankrd27
ZDB-GENE-111111-3,ankrd28a
ZDB-GENE-070622-4,ankrd28b
ZDB-GENE-050208-655,ankrd29
ZDB-GENE-050417-473,ankrd31
ZDB-GENE-080520-2,ankrd33aa
ZDB-GENE-100729-1,ankrd33ab
ZDB-GENE-040724-39,ankrd33ba
ZDB-GENE-070912-531,ankrd33bb
ZDB-GENE-110316-3,ankrd34a
ZDB-GENE-091118-17,ankrd34ba
ZDB-GENE-060526-101,ankrd34bb
ZDB-GENE-121105-3,ankrd34c
ZDB-GENE-070308-1,ankrd37
ZDB-GENE-081104-153,ankrd39
ZDB-GENE-120612-2,ankrd40
ZDB-GENE-070912-605,ankrd44
ZDB-GENE-050522-311,ankrd45
ZDB-GENE-030131-2643,ankrd46a
ZDB-GENE-050114-7,ankrd46b
ZDB-GENE-050417-46,ankrd49
ZDB-GENE-111027-23,ankrd50
ZDB-GENE-041008-117,ankrd50l
ZDB-GENE-050522-247,ankrd52a
ZDB-GENE-121105-6,ankrd52b
ZDB-GENE-141222-28,ankrd53
ZDB-GENE-040718-318,ankrd54
ZDB-GENE-080104-7,ankrd55
ZDB-GENE-050419-160,ankrd67
ZDB-GENE-120525-1,ankrd6a
ZDB-GENE-030916-4,ankrd6b
ZDB-GENE-041114-3,ankrd9
ZDB-GENE-090312-152,anks1aa
ZDB-GENE-110107-1,anks1ab
ZDB-GENE-041210-349,anks1b
ZDB-GENE-080204-51,anks3
ZDB-GENE-040704-29,anks4b
ZDB-GENE-041010-213,anks6
ZDB-GENE-050309-80,ankzf1
ZDB-GENE-030131-4486,anln
ZDB-GENE-060503-826,anln2
ZDB-GENE-050913-43,ano10a
ZDB-GENE-061013-169,ano10b
ZDB-GENE-090313-245,ano11
ZDB-GENE-121127-3,ano1a
ZDB-GENE-191016-3,ano1b
ZDB-GENE-091204-400,ano2a
ZDB-GENE-060503-62,ano2b
ZDB-GENE-111031-3,ano3
ZDB-GENE-091013-2,ano5a
ZDB-GENE-061215-108,ano5b
ZDB-GENE-081104-64,ano6
ZDB-GENE-130530-576,ano7
ZDB-GENE-070912-583,ano8a
ZDB-GENE-121024-1,ano8b
ZDB-GENE-071004-46,ano9a
ZDB-GENE-121106-2,ano9b
ZDB-GENE-000201-9,anos1a
ZDB-GENE-000201-13,anos1b
ZDB-GENE-030131-7850,anp32a
ZDB-GENE-030131-719,anp32b
ZDB-GENE-040426-2448,anp32e
ZDB-GENE-130530-595,anpepa
ZDB-GENE-030131-1253,anpepb.1
ZDB-GENE-131127-23,anpepb.2
ZDB-GENE-141215-4,anpepla
ZDB-GENE-030131-4781,anpeplb
ZDB-GENE-070117-2069,ant
ZDB-GENE-040625-59,antkmt
ZDB-GENE-110411-15,antxr1a
ZDB-GENE-091204-21,antxr1b
ZDB-GENE-090514-5,antxr1c
ZDB-GENE-090313-28,antxr1d
ZDB-GENE-060526-14,antxr2a
ZDB-GENE-080213-4,antxr2b
ZDB-GENE-030707-4,anxa11a
ZDB-GENE-030707-5,anxa11b
ZDB-GENE-010406-1,anxa13
ZDB-GENE-050522-310,anxa13l
ZDB-GENE-041010-152,anxa14
ZDB-GENE-030131-6664,anxa1a
ZDB-GENE-030131-6554,anxa1b
ZDB-GENE-030131-5274,anxa1c
ZDB-GENE-050417-72,anxa1d
ZDB-GENE-030131-4282,anxa2a
ZDB-GENE-030131-1089,anxa2b
ZDB-GENE-040912-58,anxa3a
ZDB-GENE-041114-128,anxa3b
ZDB-GENE-030707-1,anxa4
ZDB-GENE-080220-29,anxa5a
ZDB-GENE-030131-9076,anxa5b
ZDB-GENE-030707-3,anxa6
ZDB-GENE-061103-112,aoc1
ZDB-GENE-050320-133,aoc2
ZDB-GENE-070117-2079,aoi
ZDB-GENE-070117-695,aoo
ZDB-GENE-070410-115,aopep
ZDB-GENE-001205-2,aox5
ZDB-GENE-050208-742,aox6
ZDB-GENE-130530-580,ap1ar
ZDB-GENE-061025-1,ap1b1
ZDB-GENE-030131-3187,ap1g1
ZDB-GENE-030616-587,ap1g2
ZDB-GENE-110126-1,ap1m1
ZDB-GENE-041114-20,ap1m2
ZDB-GENE-040801-159,ap1m3
ZDB-GENE-040426-1119,ap1s1
ZDB-GENE-030131-5448,ap1s2
ZDB-GENE-050417-222,ap1s3a
ZDB-GENE-040912-62,ap1s3b
ZDB-GENE-090302-2,ap2a1
ZDB-GENE-030131-6564,ap2b1
ZDB-GENE-030131-9784,ap2m1a
ZDB-GENE-040426-1103,ap2m1b
ZDB-GENE-040426-2174,ap2s1
ZDB-GENE-031112-8,ap3b1a
ZDB-GENE-121107-2,ap3b1b
ZDB-GENE-130208-1,ap3b2
ZDB-GENE-050208-437,ap3d1
ZDB-GENE-021015-2,ap3m1
ZDB-GENE-021022-2,ap3m2
ZDB-GENE-041010-38,ap3s1
ZDB-GENE-040718-274,ap3s2
ZDB-GENE-040426-1284,ap4b1
ZDB-GENE-061221-3,ap4e1
ZDB-GENE-040718-421,ap4m1
ZDB-GENE-030616-404,ap4s1
ZDB-GENE-131121-204,ap5b1
ZDB-GENE-050522-231,ap5m1
ZDB-GENE-090313-184,ap5s1
ZDB-GENE-120508-2,ap5z1
ZDB-GENE-070117-2105,apa
ZDB-GENE-000616-4,apaf1
ZDB-GENE-060526-175,apba1a
ZDB-GENE-070925-3,apba1b
ZDB-GENE-121107-1,apba2a
ZDB-GENE-030131-5371,apba2b
ZDB-GENE-091118-127,apbb1
ZDB-GENE-040426-1318,apbb1ip
ZDB-GENE-111028-3,apbb2a
ZDB-GENE-090313-73,apbb2b
ZDB-GENE-140106-53,apbb3
ZDB-GENE-031112-7,apc
ZDB-GENE-090422-1,apc2
ZDB-GENE-130806-1,apcdd1
ZDB-GENE-121022-3,apcdd1l
ZDB-GENE-081107-34,apcs
ZDB-GENE-030131-9870,apeh
ZDB-GENE-090313-116,apela
ZDB-GENE-040426-2761,apex1
ZDB-GENE-040426-835,apex2
ZDB-GENE-031118-31,aph1b
ZDB-GENE-030131-395,api5
ZDB-GENE-040912-128,apip
ZDB-GENE-111123-1,aplf
ZDB-GENE-070521-8,apln
ZDB-GENE-030131-4347,aplnr2
ZDB-GENE-060929-512,aplnra
ZDB-GENE-050913-90,aplnrb
ZDB-GENE-040319-1,aplp1
ZDB-GENE-061009-28,aplp2
ZDB-GENE-020919-1,apmap
ZDB-GENE-030131-8907,apnl
ZDB-GENE-070117-2098,apo
ZDB-GENE-990415-14,apoa1a
ZDB-GENE-050302-172,apoa1b
ZDB-GENE-030131-1046,apoa2
ZDB-GENE-050417-469,apoa4a
ZDB-GENE-030131-1263,apoa4b.1
ZDB-GENE-030131-3143,apoa4b.2
ZDB-GENE-100921-47,apoa4b.3
ZDB-GENE-070702-4,apoba
ZDB-GENE-030131-9732,apobb.1
ZDB-GENE-070705-554,apobb.2
ZDB-GENE-050306-15,apobec2a
ZDB-GENE-090618-1,apobec2b
ZDB-GENE-030131-1074,apoc1
ZDB-GENE-030131-2168,apoc2
ZDB-GENE-081022-25,apoc4
ZDB-GENE-060929-148,apoda.1
ZDB-GENE-070912-551,apoda.2
ZDB-GENE-051023-8,apodb
ZDB-GENE-010724-18,apoea
ZDB-GENE-980526-368,apoeb
ZDB-GENE-031204-36,apof
ZDB-GENE-120215-22,apol
ZDB-GENE-030131-3217,apol1
ZDB-GENE-040724-111,apold1a
ZDB-GENE-160728-30,apold1b
ZDB-GENE-010605-5,apom
ZDB-GENE-031118-91,apooa
ZDB-GENE-041001-40,apoob
ZDB-GENE-050327-76,apool
ZDB-GENE-000616-13,appa
ZDB-GENE-020220-1,appb
ZDB-GENE-030131-1715,appbp2
ZDB-GENE-081016-1,appl1
ZDB-GENE-081016-2,appl2
ZDB-GENE-040426-1492,aprt
ZDB-GENE-070117-2089,apt
ZDB-GENE-040628-2,aptx
ZDB-GENE-070117-2114,aqb
ZDB-GENE-040718-40,aqp10a
ZDB-GENE-060503-57,aqp10b
ZDB-GENE-080418-1,aqp11
ZDB-GENE-040718-310,aqp12
ZDB-GENE-180301-2,aqp14
ZDB-GENE-180301-1,aqp15
ZDB-GENE-030131-7764,aqp1a.1
ZDB-GENE-100409-1,aqp1a.2
ZDB-GENE-100408-2,aqp1l
ZDB-GENE-040426-2826,aqp3a
ZDB-GENE-040724-66,aqp3b
ZDB-GENE-040724-152,aqp4
ZDB-GENE-030131-6461,aqp7
ZDB-GENE-040912-106,aqp8a.1
ZDB-GENE-070112-1802,aqp8a.2
ZDB-GENE-080220-47,aqp8b
ZDB-GENE-050809-119,aqp9a
ZDB-GENE-070911-1,aqp9b
ZDB-GENE-040426-1189,aqr
ZDB-GENE-070117-886,aqu
ZDB-GENE-060131-1,ar
ZDB-GENE-050102-2,araf
ZDB-GENE-130723-3,arap1
ZDB-GENE-030131-6226,arap1a
ZDB-GENE-180219-1,arap1b
ZDB-GENE-170320-1,arap1l
ZDB-GENE-130530-663,arap2
ZDB-GENE-091019-1,arap3
ZDB-GENE-040426-1396,arb2a
ZDB-GENE-070117-2124,arc
ZDB-GENE-021031-2,arcn1a
ZDB-GENE-040121-7,arcn1b
ZDB-GENE-141216-239,areg
ZDB-GENE-140106-259,arel1
ZDB-GENE-010724-5,arf1
ZDB-GENE-040122-4,arf2a
ZDB-GENE-030131-5234,arf2b
ZDB-GENE-040801-176,arf3a
ZDB-GENE-030616-356,arf3b
ZDB-GENE-040801-109,arf4a
ZDB-GENE-050417-205,arf4b
ZDB-GENE-030910-5,arf5
ZDB-GENE-030131-8007,arf6a
ZDB-GENE-030131-9056,arf6b
ZDB-GENE-041114-130,arfgap1
ZDB-GENE-051120-177,arfgap2
ZDB-GENE-040426-1,arfgap3
ZDB-GENE-030131-108,arfgef1
ZDB-GENE-090312-50,arfgef2
ZDB-GENE-081107-37,arfgef3
ZDB-GENE-040426-2690,arfip1
ZDB-GENE-041010-221,arfip2a
ZDB-GENE-050417-131,arfip2b
ZDB-GENE-050227-14,arfrp1
ZDB-GENE-040724-181,arg1
ZDB-GENE-030131-1334,arg2
ZDB-GENE-040426-2914,arglu1a
ZDB-GENE-040426-736,arglu1b
ZDB-GENE-050417-305,arhgap1
ZDB-GENE-060512-221,arhgap10
ZDB-GENE-040426-2562,arhgap11a
ZDB-GENE-050809-38,arhgap12a
ZDB-GENE-040426-1727,arhgap12b
ZDB-GENE-070912-314,arhgap15
ZDB-GENE-050417-56,arhgap17a
ZDB-GENE-080220-26,arhgap17b
ZDB-GENE-070502-1,arhgap18
ZDB-GENE-100922-157,arhgap19
ZDB-GENE-071015-1,arhgap20
ZDB-GENE-060526-383,arhgap20b
ZDB-GENE-090918-5,arhgap21a
ZDB-GENE-030131-4944,arhgap21b
ZDB-GENE-090313-87,arhgap22
ZDB-GENE-121019-1,arhgap23a
ZDB-GENE-081031-78,arhgap23b
ZDB-GENE-091118-20,arhgap24
ZDB-GENE-060526-210,arhgap25
ZDB-GENE-030131-3922,arhgap27
ZDB-GENE-120406-11,arhgap27l
ZDB-GENE-041114-147,arhgap28
ZDB-GENE-030131-9510,arhgap29a
ZDB-GENE-031010-44,arhgap29b
ZDB-GENE-070912-117,arhgap30
ZDB-GENE-100922-256,arhgap31
ZDB-GENE-060503-918,arhgap32a
ZDB-GENE-091204-147,arhgap32b
ZDB-GENE-121105-12,arhgap33
ZDB-GENE-120516-2,arhgap35a
ZDB-GENE-060526-44,arhgap35b
ZDB-GENE-060616-298,arhgap36
ZDB-GENE-041014-247,arhgap39
ZDB-GENE-121018-2,arhgap40
ZDB-GENE-030131-8077,arhgap42a
ZDB-GENE-120217-5,arhgap42b
ZDB-GENE-120215-49,arhgap44a
ZDB-GENE-120206-2,arhgap44b
ZDB-GENE-140106-47,arhgap45a
ZDB-GENE-071213-2,arhgap45b
ZDB-GENE-041114-4,arhgap46a
ZDB-GENE-090312-60,arhgap46b
ZDB-GENE-040426-1229,arhgap4a
ZDB-GENE-090311-38,arhgap4b
ZDB-GENE-081014-1,arhgap5
ZDB-GENE-110510-2,arhgap9
ZDB-GENE-040426-2816,arhgdia
ZDB-GENE-040426-1493,arhgdig
ZDB-GENE-030131-6210,arhgef10
ZDB-GENE-120814-1,arhgef10la
ZDB-GENE-090313-222,arhgef10lb
ZDB-GENE-070604-1,arhgef11
ZDB-GENE-121017-3,arhgef12a
ZDB-GENE-070705-36,arhgef12b
ZDB-GENE-060526-292,arhgef15a
ZDB-GENE-060810-103,arhgef15b
ZDB-GENE-081104-446,arhgef16
ZDB-GENE-061207-93,arhgef17
ZDB-GENE-040516-14,arhgef18a
ZDB-GENE-070705-462,arhgef18b
ZDB-GENE-090313-243,arhgef19
ZDB-GENE-030722-5,arhgef1a
ZDB-GENE-060616-136,arhgef1b
ZDB-GENE-030717-1,arhgef2
ZDB-GENE-100728-4,arhgef25a
ZDB-GENE-080225-17,arhgef25b
ZDB-GENE-060531-28,arhgef28a
ZDB-GENE-131121-157,arhgef28b
ZDB-GENE-050208-773,arhgef3
ZDB-GENE-131121-574,arhgef33
ZDB-GENE-100514-3,arhgef37
ZDB-GENE-090313-83,arhgef38
ZDB-GENE-041114-28,arhgef39
ZDB-GENE-050522-85,arhgef3l
ZDB-GENE-070912-575,arhgef4
ZDB-GENE-110623-2,arhgef40
ZDB-GENE-130530-800,arhgef5
ZDB-GENE-101013-2,arhgef6
ZDB-GENE-060322-11,arhgef7a
ZDB-GENE-041212-49,arhgef7b
ZDB-GENE-070705-271,arhgef9a
ZDB-GENE-030131-7745,arhgef9b
ZDB-GENE-080220-35,arid1aa
ZDB-GENE-030131-5725,arid1ab
ZDB-GENE-030131-4459,arid1b
ZDB-GENE-030131-6311,arid2
ZDB-GENE-140106-97,arid3a
ZDB-GENE-070209-182,arid3b
ZDB-GENE-060526-12,arid3c
ZDB-GENE-050809-105,arid4a
ZDB-GENE-160607-1,arid4b
ZDB-GENE-100525-3,arid5a
ZDB-GENE-121214-272,arid5b
ZDB-GENE-070112-1882,arid6
ZDB-GENE-030131-5213,arih1
ZDB-GENE-040426-2395,arih1l
ZDB-GENE-040426-2158,arih2
ZDB-GENE-091118-64,ark2ca
ZDB-GENE-081104-369,ark2cb
ZDB-GENE-040426-1889,ark2n
ZDB-GENE-040718-175,arl1
ZDB-GENE-091204-51,arl10
ZDB-GENE-030131-3410,arl11
ZDB-GENE-091204-415,arl11l
ZDB-GENE-040426-1790,arl13a
ZDB-GENE-021217-3,arl13b
ZDB-GENE-070705-288,arl14
ZDB-GENE-060825-216,arl14ep
ZDB-GENE-070209-3,arl15a
ZDB-GENE-080813-2,arl15b
ZDB-GENE-070410-114,arl16
ZDB-GENE-041010-19,arl2
ZDB-GENE-040426-1604,arl2bp
ZDB-GENE-050417-368,arl3a
ZDB-GENE-030131-7518,arl3b
ZDB-GENE-040426-1649,arl3l1
ZDB-GENE-040426-1678,arl3l2
ZDB-GENE-040426-1878,arl4aa
ZDB-GENE-030219-167,arl4ab
ZDB-GENE-050417-265,arl4ca
ZDB-GENE-040426-2382,arl4cb
ZDB-GENE-030131-2293,arl4d
ZDB-GENE-040718-28,arl5a
ZDB-GENE-040426-1866,arl5c
ZDB-GENE-041219-2,arl6
ZDB-GENE-040426-1087,arl6ip1
ZDB-GENE-050522-405,arl6ip4
ZDB-GENE-031113-22,arl6ip5a
ZDB-GENE-040718-223,arl6ip5b
ZDB-GENE-070410-117,arl6ip6
ZDB-GENE-030131-5762,arl8
ZDB-GENE-030131-5025,arl8a
ZDB-GENE-030131-9370,arl8ba
ZDB-GENE-080516-10,arl8bb
ZDB-GENE-060825-210,arl9
ZDB-GENE-041212-33,armc1
ZDB-GENE-131121-630,armc10
ZDB-GENE-030131-9819,armc1l
ZDB-GENE-041014-7,armc2
ZDB-GENE-110614-1,armc3
ZDB-GENE-030131-7382,armc5
ZDB-GENE-100616-1,armc6
ZDB-GENE-060929-288,armc7
ZDB-GENE-061027-88,armc8
ZDB-GENE-100922-67,armc9
ZDB-GENE-050113-3,armcx6l
ZDB-GENE-081104-194,armh1
ZDB-GENE-040426-1249,armh3
ZDB-GENE-050327-51,armt1
ZDB-GENE-060126-7,arnt
ZDB-GENE-001207-3,arnt2
ZDB-GENE-040116-1,arpc1a
ZDB-GENE-030131-7414,arpc1b
ZDB-GENE-030131-5276,arpc2
ZDB-GENE-040625-107,arpc3
ZDB-GENE-010724-9,arpc4
ZDB-GENE-040808-18,arpc4l
ZDB-GENE-030131-8448,arpc5a
ZDB-GENE-040120-7,arpc5b
ZDB-GENE-040426-1453,arpc5la
ZDB-GENE-060531-161,arpc5lb
ZDB-GENE-050417-304,arpin
ZDB-GENE-040426-1281,arpp19a
ZDB-GENE-040426-930,arpp19b
ZDB-GENE-081104-296,arpp21
ZDB-GENE-040718-102,arr3a
ZDB-GENE-030616-74,arr3b
ZDB-GENE-060824-1,arrb1
ZDB-GENE-030131-29,arrb2a
ZDB-GENE-040426-1332,arrb2b
ZDB-GENE-030925-15,arrdc1a
ZDB-GENE-080515-2,arrdc1b
ZDB-GENE-030131-7146,arrdc2
ZDB-GENE-030131-2913,arrdc3a
ZDB-GENE-040912-182,arrdc3b
ZDB-GENE-050320-118,arsa
ZDB-GENE-111123-2,arsb
ZDB-GENE-060503-154,arsg
ZDB-GENE-081104-120,arsh
ZDB-GENE-140106-141,arsia
ZDB-GENE-100819-1,arsib
ZDB-GENE-111215-1,arsj
ZDB-GENE-060929-332,arsk
ZDB-GENE-070725-5,art4
ZDB-GENE-120215-193,artna
ZDB-GENE-070705-129,artnb
ZDB-GENE-080204-35,arv1
ZDB-GENE-091113-43,arvcfa
ZDB-GENE-060526-60,arvcfb
ZDB-GENE-990415-15,arxa
ZDB-GENE-121109-2,arxb
ZDB-GENE-030616-578,as.1666
ZDB-GENE-121214-250,as.2646
ZDB-GENE-060312-15,as3mt
ZDB-GENE-131121-165,as.4468
ZDB-GENE-050419-107,as.6490
ZDB-GENE-131120-61,as.8507
ZDB-GENE-041010-191,asah1a
ZDB-GENE-040426-1512,asah1b
ZDB-GENE-041112-1,asah2
ZDB-GENE-070912-129,asap1a
ZDB-GENE-091112-16,asap1b
ZDB-GENE-041210-256,asap2a
ZDB-GENE-030131-5060,asap2b
ZDB-GENE-050913-39,asap3
ZDB-GENE-040718-234,asb1
ZDB-GENE-060929-1106,asb10
ZDB-GENE-070112-532,asb11
ZDB-GENE-030131-1647,asb12a
ZDB-GENE-040822-25,asb12b
ZDB-GENE-040718-261,asb13a.1
ZDB-GENE-041210-88,asb13a.2
ZDB-GENE-091118-116,asb13b
ZDB-GENE-140106-2,asb14a
ZDB-GENE-090313-148,asb14b
ZDB-GENE-110421-5,asb15a
ZDB-GENE-041210-265,asb15b
ZDB-GENE-031031-3,asb16
ZDB-GENE-090313-391,asb18
ZDB-GENE-030131-5355,asb2a.1
ZDB-GENE-130603-17,asb2a.2
ZDB-GENE-040426-20,asb2b
ZDB-GENE-030131-6142,asb3
ZDB-GENE-050417-100,asb4
ZDB-GENE-070424-269,asb5a
ZDB-GENE-050417-271,asb5b
ZDB-GENE-050522-338,asb6
ZDB-GENE-040426-2429,asb7
ZDB-GENE-030131-5411,asb8
ZDB-GENE-050417-80,ascc1
ZDB-GENE-040426-1223,ascc2
ZDB-GENE-130214-2,ascc3
ZDB-GENE-980526-90,ascl1a
ZDB-GENE-980526-174,ascl1b
ZDB-GENE-170731-1,asdurf
ZDB-GENE-070117-2133,ase
ZDB-GENE-031118-197,asf1ba
ZDB-GENE-040426-2594,asf1bb
ZDB-GENE-080917-52,asgr1a
ZDB-GENE-220726-1,asgr1b
ZDB-GENE-060526-151,asgr1c.1
ZDB-GENE-060526-152,asgr1c.2
ZDB-GENE-081105-120,asgrl1
ZDB-GENE-030131-6101,ash1l
ZDB-GENE-030131-494,ash2l
ZDB-GENE-040513-2,asic1a
ZDB-GENE-040513-1,asic1b
ZDB-GENE-040513-3,asic1c
ZDB-GENE-040513-4,asic2
ZDB-GENE-040513-5,asic4a
ZDB-GENE-040513-6,asic4b
ZDB-GENE-060215-1,asip1
ZDB-GENE-150212-1,asip2b
ZDB-GENE-040426-1152,asl
ZDB-GENE-070117-52,asm
ZDB-GENE-080220-43,asmt
ZDB-GENE-070410-45,asmt2
ZDB-GENE-030131-2854,asmtl
ZDB-GENE-040426-1091,asns
ZDB-GENE-030616-362,asnsd1
ZDB-GENE-080204-11,aspa
ZDB-GENE-040912-102,aspdh
ZDB-GENE-070820-14,aspg
ZDB-GENE-031112-5,asph
ZDB-GENE-091204-62,asphd1
ZDB-GENE-061103-142,asphd2
ZDB-GENE-050208-620,aspm
ZDB-GENE-041105-7,aspn
ZDB-GENE-110720-1,aspolin
ZDB-GENE-050417-31,aspscr1
ZDB-GENE-050320-102,asrgl1
ZDB-GENE-040912-178,ass1
ZDB-GENE-060503-520,aste1a
ZDB-GENE-170607-1,aste1b
ZDB-GENE-050320-140,astn1
ZDB-GENE-140106-233,astn2
ZDB-GENE-091116-9,asxl1
ZDB-GENE-100412-1,asxl2
ZDB-GENE-080925-3,asy
ZDB-GENE-040426-988,asz1
ZDB-GENE-030616-593,atad1a
ZDB-GENE-030616-44,atad1b
ZDB-GENE-030131-7003,atad2
ZDB-GENE-110411-210,atad2b
ZDB-GENE-040426-1826,atad3
ZDB-GENE-070912-20,atad5a
ZDB-GENE-030131-338,atad5b
ZDB-GENE-040426-2120,atat1
ZDB-GENE-070705-185,atcaya
ZDB-GENE-070912-220,atcayb
ZDB-GENE-070410-12,ate1
ZDB-GENE-030131-4334,atf1
ZDB-GENE-030911-8,atf2
ZDB-GENE-040426-728,atf3
ZDB-GENE-040426-2340,atf4a
ZDB-GENE-070928-23,atf4b
ZDB-GENE-060526-205,atf5a
ZDB-GENE-030131-2637,atf5b
ZDB-GENE-041014-328,atf6
ZDB-GENE-061103-166,atf6b
ZDB-GENE-050721-2,atf7a
ZDB-GENE-030131-3028,atf7b
ZDB-GENE-061103-178,atf7ip
ZDB-GENE-131121-384,atf7ip2
ZDB-GENE-051030-72,atg10
ZDB-GENE-051030-36,atg101
ZDB-GENE-071205-7,atg12
ZDB-GENE-040426-1149,atg13
ZDB-GENE-050913-155,atg14
ZDB-GENE-050417-401,atg16l1
ZDB-GENE-060503-197,atg16l2
ZDB-GENE-091204-142,atg2a
ZDB-GENE-131121-626,atg2b
ZDB-GENE-030131-8576,atg3
ZDB-GENE-050522-430,atg4a
ZDB-GENE-040917-3,atg4b
ZDB-GENE-040625-84,atg4c
ZDB-GENE-041111-102,atg4da
ZDB-GENE-131025-1,atg4db
ZDB-GENE-040801-149,atg5
ZDB-GENE-030131-1633,atg7
ZDB-GENE-070209-65,atg9a
ZDB-GENE-091111-3,atg9b
ZDB-GENE-011212-4,atic
ZDB-GENE-070117-2150,atl
ZDB-GENE-030131-8003,atl1
ZDB-GENE-030131-6505,atl2
ZDB-GENE-041010-109,atl3
ZDB-GENE-040809-1,atm
ZDB-GENE-030616-220,atmin
ZDB-GENE-030131-426,atn1
ZDB-GENE-990415-17,atoh1a
ZDB-GENE-041201-1,atoh1b
ZDB-GENE-090805-1,atoh1c
ZDB-GENE-000926-1,atoh7
ZDB-GENE-061215-7,atoh8
ZDB-GENE-050419-204,atosa
ZDB-GENE-060526-330,atosb
ZDB-GENE-120720-2,atox1
ZDB-GENE-101102-1,atp10a
ZDB-GENE-130530-796,atp10b
ZDB-GENE-090313-231,atp10d
ZDB-GENE-090311-52,atp11a
ZDB-GENE-081031-14,atp11b
ZDB-GENE-030616-51,atp11c
ZDB-GENE-040426-2804,atp13a1
ZDB-GENE-061215-126,atp13a2
ZDB-GENE-120521-1,atp13a3
ZDB-GENE-001212-1,atp1a1a.1
ZDB-GENE-001212-2,atp1a1a.2
ZDB-GENE-001212-3,atp1a1a.3
ZDB-GENE-001212-4,atp1a1a.4
ZDB-GENE-020501-1,atp1a1a.5
ZDB-GENE-001212-5,atp1a1b
ZDB-GENE-001212-6,atp1a2a
ZDB-GENE-001212-7,atp1a3a
ZDB-GENE-040106-1,atp1a3al
ZDB-GENE-001212-8,atp1a3b
ZDB-GENE-001127-3,atp1b1a
ZDB-GENE-001127-4,atp1b1b
ZDB-GENE-001127-2,atp1b2a
ZDB-GENE-010718-1,atp1b2b
ZDB-GENE-990415-167,atp1b3a
ZDB-GENE-001127-1,atp1b3b
ZDB-GENE-070412-1,atp1b4
ZDB-GENE-070410-102,atp23
ZDB-GENE-020905-1,atp2a1
ZDB-GENE-041229-2,atp2a1l
ZDB-GENE-040426-702,atp2a2a
ZDB-GENE-030131-867,atp2a2b
